harness,model,variant,experiment,n_runs,tool_calls__delta,tool_calls__delta_ci,tool_calls__ratio,tool_calls__n,failed_calls__delta,failed_calls__delta_ci,failed_calls__ratio,failed_calls__n,error_recovery_calls__delta,error_recovery_calls__delta_ci,error_recovery_calls__ratio,error_recovery_calls__n,duplicate_commands__delta,duplicate_commands__delta_ci,duplicate_commands__ratio,duplicate_commands__n,repeated_reads__delta,repeated_reads__delta_ci,repeated_reads__ratio,repeated_reads__n,post_green_repeat_tests__delta,post_green_repeat_tests__delta_ci,post_green_repeat_tests__ratio,post_green_repeat_tests__n,post_success_calls__delta,post_success_calls__delta_ci,post_success_calls__ratio,post_success_calls__n,abandoned_exploration_calls__delta,abandoned_exploration_calls__delta_ci,abandoned_exploration_calls__ratio,abandoned_exploration_calls__n,tool_result_chars__delta,tool_result_chars__delta_ci,tool_result_chars__ratio,tool_result_chars__n,est_tool_result_tokens__delta,est_tool_result_tokens__delta_ci,est_tool_result_tokens__ratio,est_tool_result_tokens__n,induced_cost_lower_usd__delta,induced_cost_lower_usd__delta_ci,induced_cost_lower_usd__ratio,induced_cost_lower_usd__n,induced_cost_upper_usd__delta,induced_cost_upper_usd__delta_ci,induced_cost_upper_usd__ratio,induced_cost_upper_usd__n,context_growth_tokens__delta,context_growth_tokens__delta_ci,context_growth_tokens__ratio,context_growth_tokens__n,tool_wall_s__delta,tool_wall_s__delta_ci,tool_wall_s__ratio,tool_wall_s__n,wall_s__delta,wall_s__delta_ci,wall_s__ratio,wall_s__n,estimated_no_cache_cost_usd__delta,estimated_no_cache_cost_usd__delta_ci,estimated_no_cache_cost_usd__ratio,estimated_no_cache_cost_usd__n,reported_cost_usd__delta,reported_cost_usd__delta_ci,reported_cost_usd__ratio,reported_cost_usd__n,cat_test_execution__delta,cat_test_execution__delta_ci,cat_test_execution__ratio,cat_test_execution__n,cat_file_read__delta,cat_file_read__delta_ci,cat_file_read__ratio,cat_file_read__n,cat_file_search__delta,cat_file_search__delta_ci,cat_file_search__ratio,cat_file_search__n,cat_navigation__delta,cat_navigation__delta_ci,cat_navigation__ratio,cat_navigation__n,cat_code_edit__delta,cat_code_edit__delta_ci,cat_code_edit__ratio,cat_code_edit__n,tool_calls__perm_p,post_green_repeat_tests__perm_p,duplicate_commands__perm_p,abandoned_exploration_calls__perm_p,post_success_calls__perm_p,est_tool_result_tokens__perm_p,estimated_no_cache_cost_usd__perm_p
pi,deepseek-ai/DeepSeek-V4-Pro,split_across_turns,stress_pi,12,-1.0,"[-5.250,2.500]",0.808,12,-0.25,"[-1.500,0.500]",0.0,12,-0.25,"[-1.000,0.500]",0.0,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.5,"[0.000,1.000]",2.0,12,0.0,"[-1.250,0.000]",0.5,12,-433.75,"[-4347.750,604.000]",0.659,12,-109.0,"[-1087.000,151.500]",0.657,12,-0.0002,"[-0.003,0.000]",0.662,12,-0.0005,"[-0.010,0.001]",0.686,12,19.0,"[-2537.500,1253.500]",1.014,12,,,,,-5.145,"[-48.715,18.935]",0.844,12,0.0032,"[-0.040,0.024]",1.18,12,0.0024,"[-0.027,0.017]",1.263,12,0.0,"[-0.500,1.250]",1.0,12,0.25,"[-1.500,1.000]",1.167,12,0.0,"[-0.750,0.000]",0.0,12,-1.0,"[-1.750,0.500]",0.0,12,0.0,"[-0.750,0.000]",1.0,12,1.0,1.0,1.0,0.2478,0.1259,0.438,0.7175
pi,deepseek-ai/DeepSeek-V4-Pro,verbose_repetition,screening_pi,32,0.0,"[-0.500,0.500]",1.0,32,0.0,"[0.000,0.000]",0.143,32,0.0,"[0.000,0.000]",0.167,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.000]",1.5,32,0.0,"[0.000,0.000]",1.0,32,-287.25,"[-882.500,65.000]",0.776,32,-72.0,"[-221.000,16.500]",0.775,32,-0.0001,"[-0.000,0.000]",0.783,32,-0.0006,"[-0.001,0.000]",0.713,32,-213.75,"[-680.500,187.500]",0.831,32,,,,,-8.1675,"[-16.380,-0.675]",0.634,32,-0.0004,"[-0.004,0.004]",0.986,32,-0.0003,"[-0.005,0.002]",0.974,32,0.0,"[-0.500,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,1.0,1.0,1.0,1.0,1.0,0.3503,0.8978
pi,moonshotai/Kimi-K2.6,adjacent_cleanup,pilot_a,18,1.5,"[1.000,2.500]",1.268,18,0.0,"[0.000,1.000]",0.0,18,0.0,"[0.000,1.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[-1.000,1.000]",0.5,18,0.0,"[0.000,0.500]",1.0,18,631.0,"[393.000,1368.000]",2.013,18,158.0,"[98.000,342.000]",2.011,18,0.0003,"[0.000,0.001]",2.125,18,0.0008,"[0.000,0.002]",2.18,18,482.0,"[374.000,1128.000]",1.793,18,,,,,1.615,"[0.700,4.210]",1.236,18,0.0071,"[0.005,0.013]",1.518,18,0.0031,"[0.003,0.007]",1.563,18,0.5,"[0.000,1.000]",1.5,18,1.0,"[0.000,1.000]",1.833,18,0.0,"[0.000,0.000]",0.0,18,0.0,"[0.000,1.000]",1.0,18,0.0,"[0.000,0.000]",1.0,18,0.129,1.0,1.0,1.0,1.0,0.1247,0.1247
pi,moonshotai/Kimi-K2.6,adjacent_cleanup,screening_pi,32,1.5,"[1.000,2.250]",1.261,32,0.0,"[0.000,0.500]",1.0,32,0.0,"[0.000,0.500]",1.0,32,0.0,"[0.000,0.000]",3.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.750]",1.5,32,0.0,"[0.000,0.000]",1.0,32,605.0,"[252.000,829.500]",1.413,32,151.25,"[63.250,207.500]",1.415,32,0.0004,"[0.000,0.000]",1.502,32,0.0012,"[0.000,0.002]",1.654,32,769.0,"[475.500,1815.000]",1.889,32,,,,,2.5525,"[1.018,9.130]",1.358,32,0.0081,"[0.005,0.021]",1.502,32,0.0053,"[0.003,0.012]",1.675,32,0.0,"[0.000,1.000]",1.0,32,0.5,"[0.000,1.000]",1.333,32,0.0,"[0.000,0.500]",2.0,32,0.0,"[0.000,0.500]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.0027,1.0,1.0,1.0,0.003,0.0027,0.0035
pi,moonshotai/Kimi-K2.6,ambiguous_scope,stress_pi,12,1.75,"[-0.500,4.000]",1.268,12,0.75,"[0.000,1.000]",2.0,12,1.0,"[0.000,1.000]",1.5,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[-0.500,0.000]",0.0,12,0.0,"[0.000,0.000]",,12,-0.25,"[-0.750,0.000]",0.0,12,0.0,"[-0.500,0.500]",0.833,12,1462.5,"[517.000,1921.500]",2.176,12,365.5,"[129.500,480.500]",2.176,12,0.0007,"[0.000,0.001]",2.419,12,0.0022,"[0.000,0.004]",2.912,12,854.0,"[-371.500,1258.000]",1.888,12,,,,,2.075,"[-2.112,5.920]",1.313,12,0.0077,"[-0.005,0.014]",1.52,12,0.0042,"[-0.002,0.006]",1.562,12,1.0,"[0.000,1.000]",2.0,12,0.25,"[-1.250,1.000]",1.167,12,0.0,"[0.000,0.500]",2.0,12,0.0,"[-0.500,0.000]",0.333,12,0.0,"[0.000,0.000]",1.0,12,0.3683,1.0,1.0,1.0,0.626,0.1229,0.4009
pi,moonshotai/Kimi-K2.6,bounded_efficiency,holdout_pi,40,0.0,"[-1.000,1.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,18.5,"[-307.000,254.500]",1.022,40,4.5,"[-77.000,63.500]",1.021,40,0.0,"[-0.000,0.000]",1.049,40,0.0,"[-0.001,0.001]",1.003,40,31.5,"[-347.000,233.000]",1.049,40,,,,,0.015,"[-3.460,1.190]",0.998,40,0.0003,"[-0.003,0.004]",1.017,40,0.0002,"[-0.001,0.001]",1.034,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[-1.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.500]",1.0,40,0.0,"[0.000,0.000]",1.0,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pi,moonshotai/Kimi-K2.6,bounded_efficiency,pilot_a,18,0.5,"[-0.500,1.000]",1.071,18,1.0,"[0.000,1.000]",1.0,18,1.0,"[1.000,1.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[-1.000,0.000]",0.5,18,0.0,"[0.000,0.000]",1.0,18,852.5,"[158.000,3705.500]",1.646,18,213.0,"[39.000,926.500]",1.646,18,0.0004,"[0.000,0.002]",1.803,18,0.0011,"[0.000,0.004]",2.031,18,246.0,"[11.000,1575.000]",1.532,18,,,,,0.65,"[-0.660,1.320]",1.115,18,0.0022,"[0.000,0.005]",1.14,18,0.0007,"[-0.000,0.003]",1.179,18,1.0,"[0.500,1.000]",2.0,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[-0.500,0.000]",0.0,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,0.000]",1.0,18,1.0,1.0,1.0,1.0,1.0,0.1229,0.1231
pi,moonshotai/Kimi-K2.6,bounded_efficiency,screening_pi,32,0.0,"[-1.000,1.000]",1.0,32,0.0,"[-0.500,0.500]",0.667,32,0.0,"[-0.500,0.250]",0.333,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,124.75,"[-178.500,355.000]",1.115,32,31.0,"[-44.000,89.000]",1.115,32,0.0001,"[-0.000,0.000]",1.149,32,0.0001,"[-0.000,0.001]",1.103,32,113.25,"[-12.250,328.000]",1.138,32,,,,,-1.2675,"[-2.238,0.405]",0.913,32,0.0012,"[-0.000,0.003]",1.093,32,0.0006,"[-0.000,0.002]",1.104,32,0.0,"[0.000,0.750]",1.0,32,0.0,"[-0.500,0.250]",1.0,32,0.0,"[0.000,0.000]",2.0,32,0.0,"[-0.500,0.000]",0.833,32,0.0,"[0.000,0.000]",1.0,32,1.0,1.0,1.0,1.0,1.0,0.1422,0.8018
pi,moonshotai/Kimi-K2.6,conflicting_constraints,stress_pi,12,0.25,"[-1.000,3.000]",1.033,12,0.0,"[0.000,0.500]",1.5,12,0.0,"[0.000,1.000]",0.5,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[-0.500,0.000]",0.0,12,0.0,"[0.000,0.000]",,12,0.25,"[-0.750,1.500]",1.0,12,0.0,"[-0.500,0.250]",0.833,12,130.25,"[-277.000,1135.500]",1.132,12,32.5,"[-69.500,284.000]",1.131,12,0.0001,"[-0.000,0.001]",1.154,12,0.0001,"[-0.001,0.002]",1.176,12,142.75,"[-127.000,1627.000]",1.274,12,,,,,2.66,"[0.085,15.600]",1.397,12,0.0018,"[-0.002,0.012]",1.176,12,0.0011,"[-0.000,0.014]",1.27,12,0.0,"[0.000,0.500]",1.0,12,0.25,"[0.000,1.000]",1.071,12,0.0,"[0.000,0.500]",2.0,12,0.0,"[-0.500,0.000]",0.833,12,0.0,"[0.000,0.000]",1.0,12,0.8109,1.0,1.0,1.0,1.0,1.0,0.1874
pi,moonshotai/Kimi-K2.6,deep_thinking,holdout_pi,40,0.5,"[0.000,1.500]",1.056,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.500]",1.0,40,10.0,"[-296.000,292.500]",1.005,40,2.5,"[-74.000,72.500]",1.005,40,0.0,"[-0.000,0.000]",1.001,40,0.0002,"[-0.001,0.001]",1.097,40,336.0,"[245.000,744.000]",1.437,40,,,,,4.33,"[2.460,7.035]",1.439,40,0.0053,"[0.004,0.010]",1.398,40,0.0034,"[0.002,0.006]",1.556,40,0.0,"[-1.000,0.000]",1.0,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,0.000]",0.5,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.6849,1.0,1.0,1.0,1.0,0.6931,0.06
pi,moonshotai/Kimi-K2.6,deep_thinking,pilot_a,18,2.0,"[1.000,2.000]",1.31,18,0.5,"[0.000,1.000]",1.0,18,0.5,"[0.000,1.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[-0.500,0.500]",1.0,18,0.0,"[0.000,0.000]",1.0,18,701.0,"[431.000,819.000]",1.749,18,175.0,"[108.000,204.500]",1.748,18,0.0003,"[0.000,0.000]",1.958,18,0.0008,"[0.000,0.001]",2.239,18,1216.0,"[699.000,3237.000]",2.122,18,,,,,5.52,"[2.650,15.375]",1.771,18,0.0153,"[0.007,0.025]",1.932,18,0.0078,"[0.004,0.013]",2.128,18,1.0,"[0.000,1.000]",2.0,18,1.0,"[0.000,1.000]",1.75,18,0.0,"[0.000,0.500]",2.0,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,0.000]",1.0,18,0.2158,1.0,1.0,1.0,1.0,0.1247,0.1229
pi,moonshotai/Kimi-K2.6,deep_thinking,screening_pi,32,1.0,"[0.000,2.000]",1.225,32,0.0,"[0.000,0.500]",1.0,32,0.0,"[0.000,0.500]",1.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",2.0,32,0.0,"[0.000,0.000]",,32,0.5,"[0.000,1.000]",1.5,32,0.0,"[0.000,0.500]",1.0,32,681.75,"[152.750,1249.000]",1.362,32,170.25,"[38.000,311.500]",1.362,32,0.0003,"[0.000,0.001]",1.466,32,0.0008,"[0.000,0.002]",1.489,32,997.75,"[499.500,1833.000]",1.65,32,,,,,3.46,"[1.027,6.777]",1.449,32,0.0118,"[0.004,0.019]",1.601,32,0.0065,"[0.004,0.012]",1.759,32,0.0,"[0.000,0.500]",1.0,32,0.5,"[0.000,1.000]",1.333,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.0033,1.0,1.0,1.0,0.0191,0.0028,0.0027
pi,moonshotai/Kimi-K2.6,exhaustive_exploration,holdout_pi,39,1.0,"[0.000,1.000]",1.143,39,0.0,"[0.000,0.000]",1.0,39,0.0,"[0.000,0.000]",1.0,39,0.0,"[0.000,0.000]",,39,0.0,"[0.000,0.000]",,39,0.0,"[0.000,0.000]",,39,0.0,"[0.000,0.000]",1.0,39,1.0,"[0.000,2.000]",2.0,39,890.0,"[187.000,1711.500]",1.602,39,222.0,"[47.000,427.500]",1.602,39,0.0004,"[0.000,0.001]",1.729,39,0.0011,"[0.001,0.002]",1.984,39,497.0,"[147.000,771.000]",1.4,39,,,,,0.69,"[-2.080,1.655]",1.093,39,0.0042,"[0.000,0.008]",1.325,39,0.003,"[0.001,0.004]",1.47,39,0.0,"[0.000,0.000]",1.0,39,1.0,"[1.000,1.000]",1.333,39,0.0,"[-1.000,0.000]",0.0,39,0.0,"[-1.000,0.000]",0.0,39,0.0,"[0.000,0.000]",1.0,39,0.2197,1.0,1.0,0.457,1.0,0.0629,0.0637
pi,moonshotai/Kimi-K2.6,exhaustive_exploration,pilot_a,18,2.0,"[1.000,4.000]",1.343,18,0.0,"[0.000,1.000]",1.0,18,0.0,"[0.000,1.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[-1.000,1.000]",0.75,18,1.0,"[0.000,1.500]",1.0,18,1728.5,"[942.000,2408.000]",2.766,18,432.0,"[235.000,602.000]",2.763,18,0.0009,"[0.000,0.001]",3.018,18,0.0024,"[0.001,0.003]",3.202,18,604.0,"[407.000,696.000]",1.584,18,,,,,1.73,"[0.540,2.070]",1.231,18,0.007,"[0.002,0.010]",1.447,18,0.0026,"[0.001,0.004]",1.3,18,0.5,"[-0.500,1.000]",1.5,18,2.0,"[0.000,3.000]",2.333,18,0.0,"[-0.500,0.000]",0.0,18,0.0,"[0.000,0.000]",0.0,18,0.0,"[0.000,0.000]",1.0,18,0.1216,1.0,1.0,0.1216,1.0,0.1247,0.121
pi,moonshotai/Kimi-K2.6,exhaustive_exploration,screening_pi,32,1.75,"[1.000,2.500]",1.279,32,0.0,"[0.000,0.500]",1.0,32,0.0,"[0.000,0.750]",1.0,32,0.0,"[0.000,0.000]",2.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.250]",1.0,32,0.0,"[0.000,1.000]",1.0,32,1310.5,"[1020.000,2132.000]",1.948,32,327.75,"[254.000,532.750]",1.948,32,0.0006,"[0.000,0.001]",2.203,32,0.0018,"[0.001,0.003]",2.535,32,779.0,"[480.500,1001.500]",1.705,32,,,,,0.63,"[-0.605,1.995]",1.084,32,0.0051,"[0.004,0.008]",1.388,32,0.0027,"[0.002,0.005]",1.644,32,0.5,"[0.000,1.000]",1.333,32,1.25,"[0.500,2.000]",1.5,32,0.0,"[-0.250,0.000]",0.0,32,-0.5,"[-1.000,-0.250]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.0033,1.0,1.0,0.064,1.0,0.0032,0.0028
pi,moonshotai/Kimi-K2.6,full_restatement_per_turn,stress_pi,12,1.75,"[1.000,3.000]",1.325,12,0.0,"[0.000,0.500]",1.5,12,0.0,"[0.000,0.500]",1.5,12,1.0,"[0.500,1.000]",2.0,12,0.0,"[-0.500,0.000]",0.0,12,1.0,"[1.000,1.000]",,12,2.0,"[1.000,2.250]",3.0,12,0.0,"[-0.500,0.000]",0.833,12,478.5,"[131.500,849.500]",1.454,12,119.5,"[32.500,212.000]",1.454,12,0.0002,"[0.000,0.001]",1.689,12,0.0007,"[0.000,0.002]",2.052,12,378.0,"[155.000,674.000]",1.572,12,,,,,6.115,"[4.495,12.183]",1.914,12,0.007,"[0.005,0.009]",1.567,12,0.0042,"[0.004,0.008]",1.707,12,1.0,"[1.000,2.000]",2.0,12,0.5,"[-0.750,0.500]",1.333,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[0.000,0.250]",1.167,12,0.0,"[0.000,0.000]",1.0,12,0.1853,0.129,0.2191,1.0,0.2165,0.1262,0.1262
pi,moonshotai/Kimi-K2.6,irrelevant_context,stress_pi,12,-0.75,"[-1.000,3.000]",0.89,12,0.0,"[0.000,0.750]",2.0,12,0.0,"[0.000,1.000]",2.0,12,0.0,"[0.000,0.000]",2.0,12,0.0,"[-0.500,0.000]",0.0,12,0.0,"[0.000,0.000]",,12,-0.25,"[-0.750,0.000]",0.0,12,0.0,"[-0.500,0.500]",1.0,12,62.25,"[-168.000,490.000]",1.125,12,15.75,"[-42.000,122.500]",1.125,12,0.0,"[-0.000,0.000]",1.099,12,0.0001,"[-0.000,0.001]",1.065,12,73.0,"[-104.500,366.000]",1.07,12,,,,,0.915,"[-1.070,2.295]",1.156,12,-0.0001,"[-0.002,0.003]",1.002,12,0.0011,"[-0.001,0.002]",1.174,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[-1.000,0.500]",1.0,12,0.0,"[0.000,0.500]",2.0,12,0.0,"[-0.250,0.500]",1.0,12,0.0,"[0.000,0.000]",1.0,12,1.0,1.0,1.0,1.0,1.0,0.1837,0.4064
pi,moonshotai/Kimi-K2.6,max_certainty,screening_pi,32,2.75,"[2.500,3.000]",1.477,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[-0.500,0.000]",0.0,32,0.25,"[0.000,1.000]",1.0,32,0.0,"[0.000,0.000]",0.0,32,0.5,"[0.000,1.000]",,32,2.5,"[2.000,3.000]",5.0,32,0.0,"[0.000,0.000]",1.0,32,1026.0,"[664.000,1502.000]",1.656,32,257.0,"[165.500,375.500]",1.656,32,0.0005,"[0.000,0.001]",1.79,32,0.0013,"[0.001,0.002]",1.986,32,766.75,"[500.500,1034.000]",1.799,32,,,,,4.255,"[2.885,6.965]",1.683,32,0.0084,"[0.006,0.011]",1.593,32,0.0037,"[0.003,0.004]",1.654,32,1.0,"[1.000,2.000]",2.0,32,1.0,"[0.500,1.250]",1.464,32,0.0,"[0.000,0.250]",1.0,32,0.0,"[0.000,0.500]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.0653,0.003,0.003,1.0,0.1438,0.0045,0.004
pi,moonshotai/Kimi-K2.6,misleading_architecture,stress_pi,12,2.5,"[0.500,5.750]",1.429,12,0.5,"[0.250,1.000]",1.0,12,0.75,"[0.250,1.000]",1.0,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[-0.500,0.000]",0.0,12,0.0,"[0.000,0.000]",,12,0.25,"[-0.500,1.000]",1.0,12,0.0,"[-0.500,0.500]",1.167,12,669.5,"[23.000,1408.000]",1.41,12,167.5,"[5.500,351.500]",1.41,12,0.0004,"[0.000,0.001]",1.778,12,0.0013,"[0.000,0.006]",2.177,12,1247.0,"[269.500,7744.500]",2.458,12,,,,,6.3175,"[1.112,42.953]",2.095,12,0.0138,"[0.003,0.106]",1.968,12,0.008,"[0.002,0.052]",2.427,12,1.0,"[0.500,2.000]",2.0,12,0.25,"[-1.000,0.500]",1.167,12,0.5,"[0.000,1.000]",2.0,12,0.0,"[-0.250,1.000]",1.0,12,0.0,"[0.000,1.000]",1.0,12,0.1215,1.0,1.0,1.0,0.374,0.1215,0.1215
pi,moonshotai/Kimi-K2.6,multiple_approaches,holdout_pi,40,1.0,"[1.000,2.000]",1.167,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,1.000]",1.0,40,349.0,"[183.000,772.000]",1.347,40,87.0,"[45.000,193.000]",1.348,40,0.0002,"[0.000,0.000]",1.437,40,0.0008,"[0.000,0.002]",1.634,40,2808.5,"[1967.000,5055.500]",3.589,40,,,,,21.735,"[13.540,26.360]",2.725,40,0.0265,"[0.016,0.043]",2.546,40,0.0174,"[0.013,0.026]",3.415,40,0.0,"[0.000,0.500]",1.0,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.4552,1.0,1.0,1.0,1.0,0.0635,0.0635
pi,moonshotai/Kimi-K2.6,multiple_approaches,screening_pi,32,1.0,"[0.250,2.000]",1.171,32,0.0,"[0.000,0.750]",1.0,32,0.0,"[0.000,0.750]",1.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.500]",0.5,32,0.0,"[0.000,0.000]",1.0,32,792.0,"[252.750,1092.500]",1.518,32,198.25,"[63.250,273.000]",1.518,32,0.0003,"[0.000,0.001]",1.559,32,0.001,"[0.000,0.002]",1.703,32,2285.5,"[1429.500,3203.250]",3.064,32,,,,,10.775,"[8.670,18.685]",2.446,32,0.0185,"[0.014,0.026]",2.146,32,0.0135,"[0.010,0.016]",3.046,32,0.0,"[0.000,1.000]",1.0,32,0.0,"[0.000,1.000]",1.0,32,0.0,"[0.000,0.500]",2.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.004,1.0,1.0,1.0,1.0,0.0038,0.0024
pi,moonshotai/Kimi-K2.6,no_questions_autonomy,screening_pi,32,0.0,"[-0.500,0.500]",1.0,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,62.5,"[-147.750,221.500]",1.031,32,15.5,"[-36.750,55.500]",1.031,32,0.0,"[-0.000,0.000]",1.028,32,0.0001,"[-0.000,0.000]",1.06,32,32.75,"[-81.250,146.000]",1.035,32,,,,,-0.74,"[-2.740,1.600]",0.922,32,-0.0003,"[-0.001,0.001]",0.981,32,-0.0002,"[-0.001,0.000]",0.964,32,0.0,"[-0.250,0.000]",1.0,32,0.0,"[-0.500,0.500]",1.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,1.0,1.0,1.0,1.0,1.0,0.8939,0.8954
pi,moonshotai/Kimi-K2.6,split_across_turns,stress_pi,12,0.5,"[0.000,6.000]",1.1,12,0.0,"[-0.500,1.500]",0.0,12,0.0,"[-0.500,1.500]",0.0,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[0.000,1.000]",1.0,12,0.0,"[0.000,0.000]",,12,0.0,"[-0.500,3.000]",1.5,12,0.0,"[-0.500,1.250]",1.333,12,317.25,"[72.500,2515.000]",1.479,12,79.75,"[18.500,628.500]",1.48,12,0.0001,"[0.000,0.002]",1.517,12,0.0003,"[0.000,0.003]",1.619,12,212.0,"[69.500,872.000]",1.222,12,,,,,5.84,"[0.692,18.100]",1.901,12,0.0037,"[0.002,0.019]",1.293,12,0.0025,"[0.001,0.009]",1.302,12,0.0,"[0.000,3.000]",1.0,12,0.5,"[0.500,3.000]",1.333,12,0.0,"[-0.500,1.250]",0.0,12,0.0,"[-0.500,0.000]",0.667,12,0.0,"[0.000,0.000]",1.0,12,1.0,1.0,1.0,1.0,0.1886,0.1247,0.1255
pi,moonshotai/Kimi-K2.6,verbose_repetition,screening_pi,32,-0.5,"[-1.000,0.000]",0.933,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,35.5,"[-200.250,135.000]",1.018,32,9.25,"[-50.250,34.250]",1.019,32,-0.0,"[-0.000,0.000]",0.996,32,-0.0001,"[-0.000,0.000]",0.951,32,56.5,"[-102.000,156.250]",1.075,32,,,,,-0.425,"[-1.315,0.500]",0.953,32,-0.0001,"[-0.001,0.003]",0.995,32,0.0003,"[-0.001,0.002]",1.043,32,0.0,"[-0.500,0.000]",1.0,32,0.0,"[-0.250,0.000]",1.0,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.8024,1.0,1.0,1.0,1.0,0.3608,0.1559
